DatasetID,Ref_L,Ref_a,Ref_b,Sam_L,Sam_a,Sam_b,dV,dV_scaled,dE,Ratio,F,Is_Outlier
BFD-P,86.9428851791,-5.77273455799,47.4958212194,86.9723352981,-5.45674573654,44.8236389186,1.14205,1.20918548932,0.870340673695,0.719774328576,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,86.9968642021,-5.82949739345,44.7154471685,1.06219,1.12463091362,0.931938359932,0.82866151788,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,86.8445962139,-6.15068258768,42.8156545021,1.47312,1.55971746248,1.65029824401,1.05807512175,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,91.1573170463,-7.91127448359,48.4072183699,1.51965,1.60898273179,2.99892975179,1.86386695925,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,90.2340921634,-7.15221427001,48.3109958654,1.35722,1.43700427285,2.27396257616,1.58243271723,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,90.8528653911,-7.07693522297,48.6663623191,1.35722,1.43700427285,2.62277636985,1.82516949977,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,90.0169667394,-6.53733038192,48.3066867725,1.37699,1.45793645369,2.0225614055,1.38727679137,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,90.8027147023,-6.23231699369,48.9472742127,1.59664,1.69049859433,2.49569045382,1.47630436498,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,89.9289396759,-6.04875915859,48.918961819,1.37699,1.45793645369,1.95339780722,1.33983741354,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,89.9521188757,-5.26964918765,48.9700432618,1.70983,1.81034247642,2.01408254002,1.11254227653,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,89.4959447151,-5.25621840809,49.2722347967,1.34227,1.42117543605,1.77814733952,1.25118074406,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,89.8918318427,-4.38588348421,49.5133911118,1.47312,1.55971746248,2.23580467678,1.43346774693,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,88.6951319732,-4.68987332146,49.1836877664,0.971898,1.02903109207,1.48712796954,1.44517301859,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,88.3044393059,-3.91514362388,49.6137742683,1.47312,1.55971746248,1.74465465804,1.11857095917,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,87.7853596864,-4.3842078,48.987191793,1.16969,1.23845030865,1.24134324543,1.00233593286,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,87.1437928809,-4.21144290871,48.7231641184,1.09689,1.16137075555,1.18788705284,1.02283189684,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,86.1612232338,-3.68237170648,48.80897095,1.3171,1.39452581584,1.6130778042,1.15672136427,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,86.2259894611,-4.31837989198,48.251122926,1.09689,1.16137075555,1.14542447581,0.986269432341,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,84.9453831426,-3.79186224438,47.9581314531,1.15869,1.22680367288,1.888213689,1.53913273227,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,84.6329518799,-4.43539404601,47.3229468225,1.02671,1.08706521933,1.75195607242,1.61163841991,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,83.6209492339,-4.06755084994,47.0591383933,1.25534,1.32913524991,2.45708513842,1.84863439487,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,82.2172008865,-3.90398055729,46.4658552615,1.43997,1.5246187374,3.36324133046,2.20595565826,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,83.431854918,-4.19299531199,46.3894286529,1.21836,1.28998137802,2.54005800357,1.96906563681,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,91.4104633047,-7.50253274676,51.1138315335,1.33224,1.4105558218,3.16378944314,2.24293813421,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,89.8964717442,-6.90802442931,49.9612446985,1.12526,1.19140848799,2.11386829525,1.77425989202,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,90.6702729892,-7.54002076795,51.1105842695,1.29673,1.37295836396,2.76980678705,2.01740042507,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,89.7942998371,-7.22045450901,50.1089512803,1.00259,1.06152732344,2.13650448357,2.01267026895,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,89.4351347304,-7.56706898821,50.4438536258,1.12526,1.19140848799,2.07920486002,1.7451653912,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,87.9300689643,-6.99112951283,49.1226248658,1.20766,1.27865237776,1.07243172388,0.838720314079,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,87.8818773275,-7.8385938502,49.9032319941,1.35722,1.43700427285,1.53128666481,1.06561037691,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,87.1437928809,-7.26446207273,49.2691912012,1.20766,1.27865237776,1.03684231555,0.810886784851,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,86.6721370523,-7.05162447066,48.4896708954,1.09689,1.16137075555,0.859269853578,0.739875573302,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,85.7608420203,-7.10417855722,48.4830378872,1.47312,1.55971746248,1.1620108869,0.745013705918,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,85.342089148,-6.53400933167,47.917678361,1.09689,1.16137075555,1.15359898071,0.993308101827,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,83.9865914822,-7.07463033439,47.7942961739,1.50579,1.59430797072,2.1134378898,1.32561457925,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,84.2202422574,-6.19522390537,47.1778670871,1.62763,1.72331034366,1.80853729201,1.04945536865,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,84.7304744384,-5.73568304902,46.8026335141,0.814336,0.86220679885,1.45993688025,1.69325605202,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,84.0230088922,-5.47335245692,46.0725200445,1.26056,1.33466210797,1.96833265325,1.47477975249,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,82.8389131359,-4.94925402679,45.0690992769,1.4256,1.50940399594,2.84389521391,1.88411798402,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,83.7309235614,-4.78853558815,45.3901337145,1.14205,1.20918548932,2.27794598554,1.8838681126,0.944478750441,False
BFD-P,86.9428851791,-5.77273455799,47.4958212194,82.3249543475,-4.39891224411,44.3145179024,1.26056,1.33466210797,3.30598715587,2.47702181408,0.944478750441,True
BFD-P,86.9428851791,-5.77273455799,47.4958212194,83.2473211187,-4.40699930766,44.6973387284,1.0854,1.14920531509,2.70392570259,2.35286564296,0.944478750441,True
BFD-P,86.9428851791,-5.77273455799,47.4958212194,82.0497142737,-3.95384021058,43.8791216223,1.29673,1.37295836396,3.59741016085,2.62018882384,0.944478750441,True
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.0076074266,-36.7630939937,-0.63916201012,1.98619,2.10294831839,2.03970758327,0.96992758473,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.0076074266,-37.697892149,-0.350353610206,2.16695,2.29433430767,2.34100015572,1.0203396026,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.4860773265,-34.7160941985,-0.0414722761737,1.16451,1.23296580199,1.19324001467,0.967780300757,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.1078129656,-35.5854870645,-0.130603532304,1.57389,1.66641123399,1.52438689211,0.914772332914,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.1678028543,-37.6339269161,0.316729776769,1.8998,2.01147987619,2.2790498392,1.13302144664,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.0577450333,-34.5984617598,0.686294329204,1.26062,1.33472563508,1.16980896826,0.876441522901,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.0777805536,-36.1598516326,1.741299214,1.9162,2.02884395134,1.97521527147,0.973566877908,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.3670523549,-34.6453399396,1.64536968037,1.61088,1.70557569373,1.46119323318,0.856715558591,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.0777805536,-34.9614536394,2.68704310415,2.07529,2.19728606814,2.02164947287,0.920066577668,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.2675649427,-33.0927364659,1.67065811446,1.26062,1.33472563508,1.08506948442,0.812953206191,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.1578114652,-32.9062886704,2.58030762848,1.7186,1.81962802149,1.61673988499,0.888500213175,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.1378203819,-32.05746415,1.80610500029,1.32438,1.40223377115,1.07213921333,0.76459377558,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.2775260131,-31.0025786554,2.84516073631,1.83885,1.94694692617,1.81270114869,0.931048054944,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.2675649427,-30.7777207949,1.76148235604,1.32438,1.40223377115,1.14848159491,0.819037180919,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.1678028543,-28.7843290722,2.40132918138,2.07529,2.19728606814,2.02902137961,0.92342158312,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.2874843387,-29.4381454101,1.44970252813,1.34518,1.42425650061,1.34872820556,0.946970019084,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.2476345598,-27.6591168625,1.49719323006,1.82201,1.92911698558,2.05674233319,1.06615739147,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.0978049415,-28.506331364,0.925194742976,1.39291,1.474792312,1.54512195484,1.0476878285,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.2775260131,-26.4023371814,1.00454654072,1.8556,1.96468157609,2.49588162314,1.27037462636,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.1678028543,-28.6140115955,0.573726252607,1.34518,1.42425650061,1.42885331726,1.00322752022,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,60.1946721176,-34.1232687083,0.00708629808608,2.43235,2.57533586527,3.67366101431,1.42647841155,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,58.4241910774,-32.9703315552,0.139659061102,1.36577,1.4460568852,2.03432563291,1.40680885637,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,60.2125918436,-33.1463660382,0.381407099676,2.22664,2.3575331885,3.60913873667,1.53089625812,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,58.5554674834,-32.2333514867,0.428483732371,1.28922,1.36500688808,2.10931606863,1.54527869936,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,59.6985402596,-31.0596509476,0.919837051023,2.19196,2.32081452227,3.17037560033,1.36606160032,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,58.2075118266,-31.1072906588,0.770030759774,1.28922,1.36500688808,1.85192603902,1.35671552663,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,59.0390639284,-29.5334145788,1.06548713465,2.2414,2.37316085614,2.78360759661,1.17295361139,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,57.5882136924,-30.4564938329,0.817328264362,1.09475,1.1591049555,1.4219852067,1.22679589967,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,57.8562621086,-28.5722401844,1.44135537967,2.26586,2.39905873895,2.22087709769,0.925728520788,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.8800311355,-29.3467873979,1.04924545844,1.26062,1.33472563508,1.35428313474,1.01465282388,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.5256655798,-26.9722468009,1.8331859353,2.19196,2.32081452227,2.46849561291,1.06363330168,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.1678028543,-29.397296903,0.820734795917,1.01359,1.07317395921,1.14031397879,1.06256210282,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,55.5430292839,-27.1581488131,1.49255719996,2.05976,2.180843136,2.36468687947,1.08429938882,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,55.6648048879,-29.4625633401,0.794733331339,1.32438,1.40223377115,1.23448032115,0.880366987698,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,54.4907730593,-28.0989380754,1.09946789799,1.8998,2.01147987619,2.41856604307,1.20238142658,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,54.7931332781,-29.1337031344,0.893090041815,1.26062,1.33472563508,1.86918955785,1.40042980274,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,52.9166459121,-27.732372927,0.85558754578,2.46476,2.6096510894,3.6891156858,1.41364326472,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,54.4173997109,-30.0990787321,0.648386312559,1.11833,1.18407110745,1.91181956852,1.6146155045,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,51.8259034397,-29.2326774044,0.4716701266,2.46476,2.6096510894,4.40884418861,1.68943818066,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,54.3017888468,-31.0141682342,0.312234322694,1.1569,1.22490844761,1.87897219749,1.53396949883,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,51.5305599747,-30.013932382,0.291235010125,2.65785,2.81409189858,4.61953834356,1.64157337786,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,58.4429732085,-32.6365089492,-0.0662974706116,1.18715,1.25693669598,2.03230279386,1.61686964854,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,60.2215485474,-33.8352742297,0.247508241851,2.19196,2.32081452227,3.66668283057,1.57991205044,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,58.4147964559,-33.1427236713,0.512987666363,1.42634,1.5101874969,2.0519743157,1.35875467114,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,59.7892298638,-34.5820996487,1.3289206637,2.01793,2.13655415652,3.45710459606,1.61807487328,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,58.0939576908,-33.5738530937,1.00724237261,1.03838,1.0994212411,1.89688542157,1.72534907519,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,58.7142556037,-35.1519876918,1.87627357924,1.75352,1.85660079613,2.81241699647,1.51482052702,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,57.4630961638,-33.7879280775,1.38889528477,1.23888,1.31170764765,1.56282307108,1.19144160962,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,57.6841692238,-34.5805349192,2.25975873423,1.51093,1.59975012598,2.15973597394,1.35004582208,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.781942146,-33.3634177101,1.49619779866,1.32438,1.40223377115,1.15124331073,0.82100669262,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.4860773265,-34.8500573898,2.56104225727,2.05976,2.180843136,1.93872947406,0.888981624609,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,56.0777805536,-33.3510440142,1.5372657022,1.41303,1.49609506761,1.07595796433,0.719177535989,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,55.461614671,-34.0274710336,2.27811641886,1.87226,1.98232093536,1.76683991382,0.891298619867,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,55.4514247928,-32.7533268355,1.46895564038,1.18715,1.25693669598,1.18114504199,0.939701295833,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,53.8674891777,-33.0646083805,2.09071951523,2.44628,2.5900847413,2.62321189594,1.01278998873,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,54.6057663677,-32.2893766259,1.21693747416,1.34518,1.42425650061,1.70165699755,1.19476863671,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,52.9385485502,-31.4917462765,1.19854806865,2.39499,2.53577965505,3.23549972713,1.27593883036,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,54.1117830855,-31.5064344304,0.516992836426,1.42634,1.5101874969,2.04211592778,1.35222674799,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,52.2418167882,-30.372566565,0.615015747085,2.48771,2.63395020675,3.90772288046,1.48359785635,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,51.6785539207,-29.7253091896,0.227876911494,2.54226,2.69170693233,4.49773377446,1.67095968749,0.944478750441,False
BFD-P,56.2576011256,-31.8489770698,0.211120223011,54.2174687792,-30.9206484913,0.0132135968963,1.18715,1.25693669598,1.96899878225,1.56650592551,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.1378684635,3.57114225644,-27.2705343713,1.16308,1.23145173934,1.21339185214,0.985334474246,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.9457596159,3.79219616655,-26.6201714404,1.30435,1.38102630619,1.52175502277,1.10190154666,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.926470435,4.45451297668,-27.2487681015,1.23507,1.30767367654,1.47407235486,1.12724786107,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.0227734568,5.07708973662,-28.3426160649,1.23507,1.30767367654,1.22835704512,0.93934524122,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.9457596159,5.79284838022,-28.9821577783,1.19342,1.26357527837,1.34425766884,1.06385246044,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.9071669126,6.38654199887,-29.6461044548,1.37126,1.45186961523,1.42021023207,0.978194059001,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.7133370009,6.34649671864,-30.0612798426,1.07514,1.13834218027,1.17611714853,1.03318419444,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.0995599498,6.80606438102,-31.1290259648,1.26423,1.33854784918,1.01460052075,0.757985993079,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.6158747703,6.88360357308,-30.9101021343,1.29297,1.3689773321,1.17791251037,0.860432443077,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.7716384449,7.37580885362,-31.4394776681,1.27578,1.35077681674,1.30004379212,0.962441593616,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.7910431088,7.7617482973,-32.1128555163,1.20542,1.27628069921,1.31108067743,1.02726671198,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.9457596159,7.16238196471,-31.6950537967,1.22325,1.29515883701,1.02726686249,0.793158980304,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.7133370009,7.42598269119,-31.895209209,1.20542,1.27628069921,1.15125504838,0.902039064832,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.8491700297,7.89518207792,-32.4968303483,1.14462,1.21190656695,1.2647373704,1.04359313242,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.9650344821,7.97793541136,-33.1035863013,1.45197,1.53732415824,1.13673022191,0.739421296295,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.5572203166,8.20985155958,-33.64063188,1.22325,1.29515883701,1.18410494755,0.914254617826,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.7716384449,8.64562013126,-34.4303807314,1.36026,1.44022297946,1.27411078177,0.884662166855,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.654903802,8.89167485613,-35.0708190893,1.19342,1.26357527837,1.34489182286,1.06435433321,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.926470435,8.76079878381,-35.8936020001,1.22325,1.29515883701,1.33464580288,1.03048812605,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.7133370009,7.84686865414,-35.2114704162,1.02268,1.0827983155,1.12551077923,1.03944637068,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.7716384449,6.91012003755,-34.6325533784,1.12595,1.19213904969,1.08431432254,0.909553564937,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,38.1635658789,5.51321255909,-32.4755055693,1.49897,1.58708705654,2.06679165894,1.30225475057,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,33.1355535774,5.37494887813,-29.8864358649,1.19342,1.26357527837,2.30380184329,1.82324067488,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,38.1635658789,5.79606296721,-32.0736464974,1.39851,1.48072150839,1.96865850211,1.32952651187,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,38.1990132489,6.39250901559,-32.4904124024,1.40931,1.49215638715,2.00731487113,1.34524429773,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.9141248695,6.53758985499,-32.2484289806,1.34365,1.42263655945,1.77647826436,1.24872248823,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.8065115597,6.63211032714,-32.1618782974,1.4254,1.50919223893,1.70510287828,1.12981158682,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.4446545362,6.99349354392,-32.2388066926,1.40931,1.49215638715,1.50272615113,1.00708354973,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.6308375513,7.08488726309,-31.4029459091,1.38221,1.46346331175,1.26222743501,0.862493391446,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.1187212461,6.93835791475,-30.9131544204,1.34365,1.42263655945,1.21824399881,0.856328336787,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.4591652676,6.64404484228,-30.499332172,1.18134,1.25078515472,1.22185849325,0.976873197316,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.003224197,6.65759998632,-30.3442602024,1.25262,1.32625535452,1.4514541808,1.0944002419,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,34.6000197889,6.53857679993,-30.1505087335,1.52468,1.61430842069,1.64583274506,1.01952806785,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,34.0037023392,5.9245048115,-29.7466924963,1.22325,1.29515883701,1.8406618808,1.42118621146,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,33.4779726637,6.17124856463,-29.7495973416,1.22325,1.29515883701,2.29748135483,1.77389930036,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,33.092414351,5.45554259683,-29.2475573134,1.37126,1.45186961523,2.46439684239,1.69739542486,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,33.1570948136,5.50272520457,-29.5598894575,1.47821,1.56510667848,2.36445275978,1.51072945524,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.8603719676,5.95896293241,-32.505565411,1.27578,1.35077681674,1.74609028511,1.2926563911,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.2802084058,5.78112953357,-31.9066485485,1.04256,1.10384696269,1.21577185795,1.1013953012,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.8925008458,6.41064908614,-31.5366792502,0.890143,0.94247011866,1.00140036068,1.06252743812,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.926470435,6.4360396609,-31.0639648681,0.751075,0.79522699653,0.739150371097,0.929483498828,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,34.3139069378,5.86325665521,-30.0474485897,0.726221,0.768911952398,1.51617235474,1.97184131422,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,34.1696221028,5.44475548672,-30.0757799282,0.911914,0.965520928421,1.48616204645,1.53923338449,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,34.0660511598,5.06004932377,-29.8987691649,0.96142,1.0179371421,1.53442141318,1.50738326535,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.9071669126,7.96734675257,-33.0328075544,1.22325,1.29515883701,1.14637096361,0.885119979768,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.2905424491,8.09870801655,-33.2967027102,1.4254,1.50919223893,1.21509469352,0.805129169217,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.6120475327,8.16854386068,-33.2196570869,1.44138,1.52611162435,1.37647995782,0.901952344677,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.9482358721,7.93211648074,-33.4556181601,1.39851,1.48072150839,1.36879829407,0.924413055599,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.6080948642,6.96805326728,-33.0040412325,1.30435,1.38102630619,1.57969715412,1.14385739579,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.9856290977,6.79082387291,-33.0731916358,1.36026,1.44022297946,1.87090268439,1.29903682351,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.8603719676,5.51399896513,-32.0478403322,1.23507,1.30767367654,1.75048544276,1.33862558692,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.4628639599,4.64127340305,-31.1728327349,1.22325,1.29515883701,1.52151431014,1.17477043484,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.4081984167,3.92354982157,-30.8869097251,1.31565,1.39299057749,1.74258437118,1.2509663736,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.1147408545,3.62025625484,-30.5109835179,1.47821,1.56510667848,1.63761747245,1.04632961763,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.8366481106,3.46219026405,-30.1179630269,1.12595,1.19213904969,1.48527779615,1.24589308314,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.4044655596,3.02077521064,-29.6014223273,1.27578,1.35077681674,1.49281862615,1.10515564648,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.1378684635,3.00821066528,-29.2581442825,1.19342,1.26357527837,1.35737177877,1.07423103476,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,35.8298088741,7.0746189468,-32.4133776344,0.860548,0.91113537451,0.718466477214,0.788539768418,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,36.1378684635,7.07276776047,-32.4110571157,0.940416,0.995698420489,0.751413085069,0.754659312104,0.944478750441,False
BFD-P,35.8685167368,5.52448806727,-31.1155158669,37.1331770728,7.10027858178,-33.0515970342,1.08158,1.14516075613,1.24142329586,1.08406028518,0.944478750441,False
